review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50000566,prov-ca-00029,clinic-ca-00013,Leo,P,55-59,Silver Lake,5,Conservative approach I trust,Took the time to map my face before any injection. The result is subtle and natural.,Kybella,2025-12-13,google,https://clinic_site.example/r/566,,
rev-50000567,prov-ca-00029,clinic-ca-00013,Felix,K,40-44,Silver Lake,4,Worth every penny,Explained every step and never upsold me. Healed fast with barely any bruising.,Thread Lift,2025-08-21,zocdoc,https://healthgrades.example/r/567,,
rev-50000568,prov-ca-00029,clinic-ca-00013,Leo,E,35-39,Beverly Grove,5,No more downtime worries,Explained every step and never upsold me. Already booked my follow-up.,Masseter Botox,2026-01-20,yelp,https://google.example/r/568,,
rev-50000569,prov-ca-00029,clinic-ca-00013,Tessa,M,50-54,Brentwood,5,Felt heard and informed,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Masseter Botox,2025-04-24,google,https://yelp.example/r/569,,
rev-50000570,prov-ca-00029,clinic-ca-00013,Hana,D,55-59,Silver Lake,5,Will be back,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Dysport,2024-08-17,clinic_site,https://clinic_site.example/r/570,,
rev-50000571,prov-ca-00029,clinic-ca-00013,Olivia,W,25-29,Studio City,5,Conservative approach I trust,Honest about what would and would not help. Already booked my follow-up.,Masseter Botox,2024-11-02,google,https://clinic_site.example/r/571,,
rev-50000572,prov-ca-00029,clinic-ca-00013,Paul,F,55-59,Studio City,5,No more downtime worries,Explained every step and never upsold me. No one has guessed I had anything done.,Dysport,2024-12-13,clinic_site,https://healthgrades.example/r/572,,
rev-50000573,prov-ca-00029,clinic-ca-00013,Omar,T,40-44,West Hollywood,5,So happy with my results,Walked me through the plan and the pricing up front. The result is subtle and natural.,Thread Lift,2025-02-02,healthgrades,https://clinic_site.example/r/573,,
rev-50000574,prov-ca-00029,clinic-ca-00013,Lara,G,45-49,Beverly Grove,5,Conservative approach I trust,Walked me through the plan and the pricing up front. Already booked my follow-up.,Thread Lift,2025-07-20,google,https://google.example/r/574,,
rev-50000575,prov-ca-00029,clinic-ca-00013,Priya,N,30-34,West Hollywood,5,Clean and professional,Took the time to map my face before any injection. Healed fast with barely any bruising.,Kybella,2025-04-21,zocdoc,https://yelp.example/r/575,"Thank you so much, see you at your next visit.",2024-09-05
rev-50000576,prov-ca-00030,clinic-ca-00014,Selena,W,30-34,SoMa,5,Worth every penny,Took the time to map my face before any injection. The result is subtle and natural.,Kybella,2024-07-14,yelp,https://healthgrades.example/r/576,"Thank you, we are glad you love your results.",2026-06-03
rev-50000577,prov-ca-00030,clinic-ca-00014,Lara,D,35-39,Marina District,5,Natural and exactly right,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Jeuveau,2025-12-05,google,https://vitals.example/r/577,"Thank you, we are glad you love your results.",2025-07-18
rev-50000578,prov-ca-00030,clinic-ca-00014,Miles,B,40-44,SoMa,5,"Looks like me, just rested",Honest about what would and would not help. I finally look as rested as I feel.,Jeuveau,2026-01-13,vitals,https://zocdoc.example/r/578,,
rev-50000579,prov-ca-00030,clinic-ca-00014,Marcus,L,45-49,Nob Hill,5,Subtle and balanced,Walked me through the plan and the pricing up front. The result is subtle and natural.,Kybella,2025-09-20,zocdoc,https://healthgrades.example/r/579,,
rev-50000580,prov-ca-00030,clinic-ca-00014,James,M,45-49,Hayes Valley,5,Subtle and balanced,Explained every step and never upsold me. I finally look as rested as I feel.,Kybella,2025-07-23,clinic_site,https://yelp.example/r/580,,
rev-50000581,prov-ca-00030,clinic-ca-00014,Caleb,P,35-39,SoMa,5,Natural and exactly right,Took the time to map my face before any injection. The result is subtle and natural.,Dysport,2025-10-15,vitals,https://vitals.example/r/581,,
rev-50000582,prov-ca-00030,clinic-ca-00014,Tessa,A,30-34,Marina District,5,Best in the city,Explained every step and never upsold me. The result is subtle and natural.,Kybella,2025-01-30,vitals,https://clinic_site.example/r/582,,
rev-50000583,prov-ca-00030,clinic-ca-00014,Nadia,R,35-39,Hayes Valley,5,Natural and exactly right,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Jeuveau,2024-08-13,zocdoc,https://vitals.example/r/583,,
rev-50000584,prov-ca-00030,clinic-ca-00014,Selena,W,55-59,Pacific Heights,5,No more downtime worries,Explained every step and never upsold me. Already booked my follow-up.,Dysport,2025-10-02,google,https://yelp.example/r/584,"We appreciate the kind words, it was a pleasure caring for you.",2025-04-08
rev-50000585,prov-ca-00030,clinic-ca-00014,Omar,N,40-44,Pacific Heights,5,Will be back,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Dysport,2024-12-11,clinic_site,https://healthgrades.example/r/585,,
rev-50000586,prov-ca-00030,clinic-ca-00014,Paul,D,25-29,Hayes Valley,5,"Looks like me, just rested",Took the time to map my face before any injection. Already booked my follow-up.,Dysport,2026-05-19,vitals,https://healthgrades.example/r/586,,
rev-50000587,prov-ca-00030,clinic-ca-00014,Adrian,W,40-44,Pacific Heights,5,"Looks like me, just rested",Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Kybella,2025-12-23,zocdoc,https://google.example/r/587,,
rev-50000588,prov-ca-00030,clinic-ca-00014,Hana,R,35-39,Pacific Heights,5,Natural and exactly right,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Dysport,2025-03-04,healthgrades,https://vitals.example/r/588,,
rev-50000589,prov-ca-00030,clinic-ca-00014,Daniel,S,40-44,Pacific Heights,5,Great masseter result,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Kybella,2025-04-25,yelp,https://vitals.example/r/589,"Thank you, we are glad you love your results.",2024-11-14
rev-50000590,prov-ca-00030,clinic-ca-00014,Anya,C,25-29,Pacific Heights,5,Conservative approach I trust,The whole team was warm and the office was spotless. The result is subtle and natural.,Jeuveau,2025-06-17,yelp,https://google.example/r/590,,
rev-50000591,prov-ca-00030,clinic-ca-00014,Felix,N,50-54,Nob Hill,5,Conservative approach I trust,Honest about what would and would not help. Already booked my follow-up.,Jeuveau,2026-04-12,healthgrades,https://clinic_site.example/r/591,,
rev-50000592,prov-ca-00030,clinic-ca-00014,Sarah,F,25-29,Pacific Heights,5,Natural and exactly right,Walked me through the plan and the pricing up front. Already booked my follow-up.,Kybella,2026-01-19,clinic_site,https://clinic_site.example/r/592,,
rev-50000593,prov-ca-00030,clinic-ca-00014,James,T,35-39,Hayes Valley,5,Will be back,Honest about what would and would not help. Exactly the balanced look I wanted.,Jeuveau,2025-11-22,zocdoc,https://healthgrades.example/r/593,"Thank you so much, see you at your next visit.",2025-04-26
rev-50000594,prov-ca-00030,clinic-ca-00014,Dahlia,F,45-49,Marina District,5,"Looks like me, just rested",Took the time to map my face before any injection. Already booked my follow-up.,Kybella,2026-02-07,google,https://vitals.example/r/594,,
rev-50000595,prov-ca-00030,clinic-ca-00014,Yara,D,40-44,Marina District,5,Great masseter result,Took the time to map my face before any injection. Already booked my follow-up.,Jeuveau,2025-07-14,healthgrades,https://zocdoc.example/r/595,,
rev-50000596,prov-ca-00030,clinic-ca-00014,Daniel,M,55-59,Marina District,5,Subtle and balanced,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Dysport,2024-09-25,clinic_site,https://vitals.example/r/596,,
rev-50000597,prov-ca-00030,clinic-ca-00014,Theo,M,55-59,Marina District,5,No more downtime worries,Honest about what would and would not help. Already booked my follow-up.,Dysport,2026-02-18,healthgrades,https://zocdoc.example/r/597,,
rev-50000598,prov-ca-00030,clinic-ca-00014,Dahlia,A,45-49,SoMa,5,No more downtime worries,Honest about what would and would not help. The result is subtle and natural.,Dysport,2025-03-01,zocdoc,https://zocdoc.example/r/598,,
rev-50000599,prov-ca-00030,clinic-ca-00014,Renee,L,50-54,Hayes Valley,5,No more downtime worries,Took the time to map my face before any injection. Healed fast with barely any bruising.,Kybella,2026-02-06,healthgrades,https://zocdoc.example/r/599,,
rev-50000600,prov-ca-00031,clinic-ca-00015,Anya,J,45-49,Little Italy,5,Natural and exactly right,Honest about what would and would not help. Already booked my follow-up.,Dysport,2026-02-16,healthgrades,https://yelp.example/r/600,"Thank you so much, see you at your next visit.",2025-04-17
rev-50000601,prov-ca-00031,clinic-ca-00015,Sarah,F,35-39,Hillcrest,5,Best in the city,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,PRP,2026-05-13,clinic_site,https://healthgrades.example/r/601,,
rev-50000602,prov-ca-00031,clinic-ca-00015,Omar,H,55-59,La Jolla,4,Felt heard and informed,Booked a consult first and felt zero pressure. The result is subtle and natural.,Jeuveau,2025-11-24,vitals,https://clinic_site.example/r/602,,
rev-50000603,prov-ca-00031,clinic-ca-00015,Bianca,P,35-39,La Jolla,5,Natural and exactly right,The whole team was warm and the office was spotless. Already booked my follow-up.,Kybella,2025-01-14,vitals,https://clinic_site.example/r/603,,
rev-50000604,prov-ca-00031,clinic-ca-00015,Daniel,P,25-29,Hillcrest,5,Will be back,The whole team was warm and the office was spotless. Already booked my follow-up.,Jeuveau,2026-04-11,healthgrades,https://vitals.example/r/604,,
rev-50000605,prov-ca-00031,clinic-ca-00015,Hana,W,45-49,La Jolla,5,So happy with my results,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Dysport,2024-11-18,healthgrades,https://healthgrades.example/r/605,,
rev-50000606,prov-ca-00031,clinic-ca-00015,Lara,K,40-44,La Jolla,5,No more downtime worries,The whole team was warm and the office was spotless. Already booked my follow-up.,Kybella,2024-12-11,yelp,https://clinic_site.example/r/606,"We appreciate the kind words, it was a pleasure caring for you.",2025-07-19
rev-50000607,prov-ca-00031,clinic-ca-00015,Yara,W,25-29,Gaslamp Quarter,5,"Looks like me, just rested",Took the time to map my face before any injection. Already booked my follow-up.,Jeuveau,2025-10-11,vitals,https://vitals.example/r/607,,
rev-50000608,prov-ca-00032,clinic-ca-00015,Paul,C,50-54,Hillcrest,5,"Looks like me, just rested",Explained every step and never upsold me. Exactly the balanced look I wanted.,Masseter Botox,2024-07-09,google,https://clinic_site.example/r/608,"Thank you so much, see you at your next visit.",2025-05-16
rev-50000609,prov-ca-00032,clinic-ca-00015,Nina,J,40-44,Little Italy,4,So happy with my results,Explained every step and never upsold me. Already booked my follow-up.,Masseter Botox,2025-02-19,yelp,https://zocdoc.example/r/609,"We appreciate the kind words, it was a pleasure caring for you.",2026-05-31
rev-50000610,prov-ca-00032,clinic-ca-00015,Isabel,G,50-54,Little Italy,5,Conservative approach I trust,Explained every step and never upsold me. No one has guessed I had anything done.,Masseter Botox,2026-05-08,vitals,https://vitals.example/r/610,,
rev-50000611,prov-ca-00032,clinic-ca-00015,Dahlia,J,45-49,Gaslamp Quarter,5,Clean and professional,Booked a consult first and felt zero pressure. The result is subtle and natural.,Sculptra,2024-12-23,zocdoc,https://yelp.example/r/611,,
rev-50000612,prov-ca-00032,clinic-ca-00015,Paul,W,30-34,Little Italy,5,Subtle and balanced,Honest about what would and would not help. Exactly the balanced look I wanted.,Botox,2025-10-10,vitals,https://yelp.example/r/612,,
rev-50000613,prov-ca-00032,clinic-ca-00015,Omar,F,55-59,La Jolla,4,Felt heard and informed,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Sculptra,2025-02-04,clinic_site,https://healthgrades.example/r/613,,
rev-50000614,prov-ca-00033,clinic-ca-00016,Marcus,F,25-29,Silver Lake,5,Felt heard and informed,Walked me through the plan and the pricing up front. Already booked my follow-up.,Jawline Filler,2025-01-03,vitals,https://zocdoc.example/r/614,,
rev-50000615,prov-ca-00033,clinic-ca-00016,Claire,T,50-54,Brentwood,3,Clean and professional,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jeuveau,2025-05-06,zocdoc,https://google.example/r/615,,
rev-50000616,prov-ca-00033,clinic-ca-00016,Omar,R,35-39,Silver Lake,5,Best in the city,Walked me through the plan and the pricing up front. The result is subtle and natural.,Cheek Filler,2025-12-04,zocdoc,https://zocdoc.example/r/616,,
rev-50000617,prov-ca-00033,clinic-ca-00016,Sofia,F,55-59,Beverly Grove,5,Conservative approach I trust,Explained every step and never upsold me. Healed fast with barely any bruising.,Jawline Filler,2025-12-24,clinic_site,https://healthgrades.example/r/617,,
rev-50000618,prov-ca-00033,clinic-ca-00016,Theo,T,35-39,Beverly Grove,5,Worth every penny,Explained every step and never upsold me. I finally look as rested as I feel.,Jeuveau,2025-04-01,healthgrades,https://google.example/r/618,,
rev-50000619,prov-ca-00033,clinic-ca-00016,James,A,55-59,West Hollywood,5,No more downtime worries,The whole team was warm and the office was spotless. The result is subtle and natural.,Cheek Filler,2025-04-11,clinic_site,https://clinic_site.example/r/619,"Thank you, we are glad you love your results.",2025-12-03
rev-50000620,prov-ca-00033,clinic-ca-00016,Tessa,G,40-44,West Hollywood,5,Great masseter result,Honest about what would and would not help. Healed fast with barely any bruising.,Jawline Filler,2025-12-30,healthgrades,https://google.example/r/620,,
rev-50000621,prov-ca-00033,clinic-ca-00016,James,K,30-34,Brentwood,5,Clean and professional,Explained every step and never upsold me. Exactly the balanced look I wanted.,Cheek Filler,2025-07-24,zocdoc,https://vitals.example/r/621,"We appreciate the kind words, it was a pleasure caring for you.",2025-03-01
rev-50000622,prov-ca-00033,clinic-ca-00016,James,F,40-44,Studio City,5,Natural and exactly right,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Jawline Filler,2025-05-02,vitals,https://google.example/r/622,,
rev-50000623,prov-ca-00033,clinic-ca-00016,Noah,F,30-34,West Hollywood,5,Subtle and balanced,Honest about what would and would not help. Already booked my follow-up.,Jawline Filler,2025-10-14,vitals,https://healthgrades.example/r/623,,
rev-50000624,prov-ca-00034,clinic-ca-00016,James,L,45-49,Silver Lake,5,Felt heard and informed,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Daxxify,2025-11-10,vitals,https://clinic_site.example/r/624,"Thank you, we are glad you love your results.",2025-08-30
rev-50000625,prov-ca-00034,clinic-ca-00016,Anya,N,25-29,Beverly Grove,4,Conservative approach I trust,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Daxxify,2025-01-29,clinic_site,https://google.example/r/625,,
